route_id,service_id,trip_id,trip_headsign,block_id,trip_short_name,shape_id,jp_trip_desc
131001,平日,2平日_15時25分_系統131001,豊田市,,,131001,
131001,平日,2平日_17時05分_系統131001,豊田市,,,131001,
131001,平日,2平日_18時05分_系統131001,豊田市,,,131001,
131001,平日,2平日_19時05分_系統131001,豊田市,,,131001,
131001,平日,2平日_20時05分_系統131001,豊田市,,,131001,
131001,土日祝,3土日祝_06時25分_系統131001,豊田市,,,131001,
131001,土日祝,3土日祝_07時25分_系統131001,豊田市,,,131001,
131001,土日祝,3土日祝_09時25分_系統131001,豊田市,,,131001,
131001,土日祝,3土日祝_10時25分_系統131001,豊田市,,,131001,
131001,土日祝,3土日祝_11時25分_系統131001,豊田市,,,131001,
131001,土日祝,3土日祝_13時25分_系統131001,豊田市,,,131001,
131001,土日祝,3土日祝_15時25分_系統131001,豊田市,,,131001,
131001,土日祝,3土日祝_17時05分_系統131001,豊田市,,,131001,
131001,土日祝,3土日祝_18時05分_系統131001,豊田市,,,131001,
131001,土日祝,3土日祝_19時05分_系統131001,豊田市,,,131001,
131002,平日,2平日_17時10分_系統131002,豊田市,,,131002,
132001,平日,2平日_08時33分_系統132001,小渡,,,132001,
132001,平日,2平日_09時33分_系統132001,小渡,,,132001,
132001,平日,2平日_11時33分_系統132001,小渡,,,132001,
132001,平日,2平日_13時33分_系統132001,小渡,,,132001,
132001,平日,2平日_15時33分_系統132001,小渡,,,132001,
132001,平日,2平日_16時33分_系統132001,小渡,,,132001,
132001,平日,2平日_17時33分_系統132001,小渡,,,132001,
132001,平日,2平日_18時33分_系統132001,小渡,,,132001,
132001,平日,2平日_19時33分_系統132001,小渡,,,132001,
132001,平日,2平日_20時33分_系統132001,小渡,,,132001,
132001,平日,2平日_21時33分_系統132001,小渡,,,132001,
132001,土日祝,3土日祝_07時33分_系統132001,小渡,,,132001,
132001,土日祝,3土日祝_09時33分_系統132001,小渡,,,132001,
132001,土日祝,3土日祝_11時33分_系統132001,小渡,,,132001,
132001,土日祝,3土日祝_13時33分_系統132001,小渡,,,132001,
132001,土日祝,3土日祝_15時33分_系統132001,小渡,,,132001,
132001,土日祝,3土日祝_16時33分_系統132001,小渡,,,132001,
132001,土日祝,3土日祝_17時33分_系統132001,小渡,,,132001,
132001,土日祝,3土日祝_18時33分_系統132001,小渡,,,132001,
132001,土日祝,3土日祝_19時33分_系統132001,小渡,,,132001,
132001,土日祝,3土日祝_20時33分_系統132001,小渡,,,132001,
132002,平日,2平日_07時33分_系統132002,広瀬,,,132002,
141001,平日,2平日_06時45分_系統141001,足助病院,,,141001,
141001,平日,2平日_08時00分_系統141001,足助病院,,,141001,
141001,平日,2平日_09時50分_系統141001,足助病院,,,141001,
141001,平日,2平日_12時45分_系統141001,足助病院,,,141001,
141001,平日,2平日_14時45分_系統141001,足助病院,,,141001,
141001,平日,2平日_16時05分_系統141001,足助病院,,,141001,
141001,平日,2平日_17時30分_系統141001,足助病院,,,141001,
141001,平日,2平日_19時05分_系統141001,足助病院,,,141001,
141001,土日祝,3土日祝_08時00分_系統141001,足助病院,,,141001,
141001,土日祝,3土日祝_09時45分_系統141001,足助病院,,,141001,
141001,土日祝,3土日祝_12時45分_系統141001,足助病院,,,141001,
141001,土日祝,3土日祝_14時45分_系統141001,足助病院,,,141001,
141001,土日祝,3土日祝_16時45分_系統141001,足助病院,,,141001,
141001,土日祝,3土日祝_18時05分_系統141001,足助病院,,,141001,
142001,平日,2平日_07時22分_系統142001,小渡,,,142001,
142001,平日,2平日_08時45分_系統142001,小渡,,,142001,
142001,平日,2平日_11時45分_系統142001,小渡,,,142001,
142001,平日,2平日_13時25分_系統142001,小渡,,,142001,
142001,平日,2平日_15時25分_系統142001,小渡,,,142001,
142001,平日,2平日_16時50分_系統142001,小渡,,,142001,
142001,平日,2平日_18時23分_系統142001,小渡,,,142001,
142001,平日,2平日_19時50分_系統142001,小渡,,,142001,
142001,土日祝,3土日祝_08時45分_系統142001,小渡,,,142001,
142001,土日祝,3土日祝_11時00分_系統142001,小渡,,,142001,
142001,土日祝,3土日祝_13時30分_系統142001,小渡,,,142001,
142001,土日祝,3土日祝_15時30分_系統142001,小渡,,,142001,
142001,土日祝,3土日祝_17時25分_系統142001,小渡,,,142001,
142001,土日祝,3土日祝_18時50分_系統142001,小渡,,,142001,
151001,平日,2平日_11時47分_系統151001,足助病院,,,151001,
151001,平日,2平日_13時47分_系統151001,足助病院,,,151001,
151001,平日,2平日_16時05分_系統151001,足助病院,,,151001,
151001,平日,2平日_16時47分_系統151001,足助病院,,,151001,
151001,平日,2平日_17時42分_系統151001,足助病院,,,151001,
151001,平日,2平日_19時42分_系統151001,足助病院,,,151001,
151001,土日祝,3土日祝_11時47分_系統151001,足助病院,,,151001,
151001,土日祝,3土日祝_13時47分_系統151001,足助病院,,,151001,
151001,土日祝,3土日祝_15時47分_系統151001,足助病院,,,151001,
151001,土日祝,3土日祝_16時47分_系統151001,足助病院,,,151001,
151002,平日,2平日_05時50分_系統151002,足助病院,,,151002,
151002,平日,2平日_06時50分_系統151002,足助病院,,,151002,
151002,平日,2平日_07時50分_系統151002,足助病院,,,151002,
151002,平日,2平日_08時55分_系統151002,足助病院,,,151002,
151002,平日,2平日_09時45分_系統151002,足助病院,,,151002,
151002,土日祝,3土日祝_05時50分_系統151002,足助病院,,,151002,
151002,土日祝,3土日祝_06時50分_系統151002,足助病院,,,151002,
151002,土日祝,3土日祝_07時50分_系統151002,足助病院,,,151002,
151002,土日祝,3土日祝_08時55分_系統151002,足助病院,,,151002,
151002,土日祝,3土日祝_09時45分_系統151002,足助病院,,,151002,
151003,いなぶ平日,7いなぶ平日_05時52分_系統151003,豊田市,,,151003,
151003,いなぶ平日,7いなぶ平日_06時52分_系統151003,豊田市,,,151003,
151003,いなぶ平日,7いなぶ平日_15時52分_系統151003,豊田市,,,151003,
151003,いなぶ平日,7いなぶ平日_17時27分_系統151003,豊田市,,,151003,
151003,いなぶ土日祝,8いなぶ土日祝_06時52分_系統151003,豊田市,,,151003,
151003,いなぶ土日祝,8いなぶ土日祝_17時27分_系統151003,豊田市,,,151003,
152001,平日,2平日_09時25分_系統152001,どんぐりの湯前,,,152001,
152001,平日,2平日_11時25分_系統152001,どんぐりの湯前,,,152001,
152001,平日,2平日_12時55分_系統152001,どんぐりの湯前,,,152001,
152001,平日,2平日_14時55分_系統152001,どんぐりの湯前,,,152001,
152001,平日,2平日_16時40分_系統152001,どんぐりの湯前,,,152001,
152001,平日,2平日_18時25分_系統152001,どんぐりの湯前,,,152001,
152001,平日,2平日_19時35分_系統152001,どんぐりの湯前,,,152001,
152001,平日,2平日_21時25分_系統152001,どんぐりの湯前,,,152001,
152001,土日祝,3土日祝_09時25分_系統152001,どんぐりの湯前,,,152001,
152001,土日祝,3土日祝_10時25分_系統152001,どんぐりの湯前,,,152001,
152001,土日祝,3土日祝_11時25分_系統152001,どんぐりの湯前,,,152001,
152001,土日祝,3土日祝_12時55分_系統152001,どんぐりの湯前,,,152001,
152001,土日祝,3土日祝_14時55分_系統152001,どんぐりの湯前,,,152001,
152001,土日祝,3土日祝_16時40分_系統152001,どんぐりの湯前,,,152001,
152001,土日祝,3土日祝_18時25分_系統152001,どんぐりの湯前,,,152001,
152001,土日祝,3土日祝_20時25分_系統152001,どんぐりの湯前,,,152001,
152002,平日,2平日_06時55分_系統152002,稲武,,,152002,
152002,平日,2平日_07時25分_系統152002,稲武,,,152002,
152002,平日,2平日_08時25分_系統152002,稲武,,,152002,
152002,土日祝,3土日祝_07時25分_系統152002,稲武,,,152002,
152003,いなぶ平日,7いなぶ平日_08時30分_系統152003,どんぐりの湯前,,,152003,
152003,いなぶ平日,7いなぶ平日_13時00分_系統152003,どんぐりの湯前,,,152003,
152003,いなぶ平日,7いなぶ平日_17時40分_系統152003,どんぐりの湯前,,,152003,
152003,いなぶ平日,7いなぶ平日_19時00分_系統152003,どんぐりの湯前,,,152003,
152003,いなぶ土日祝,8いなぶ土日祝_08時30分_系統152003,どんぐりの湯前,,,152003,
152003,いなぶ土日祝,8いなぶ土日祝_19時00分_系統152003,どんぐりの湯前,,,152003,
161001,平日,2平日_06時39分_系統161001,豊田厚生病院,,,161001,
161001,平日,2平日_06時59分_系統161001,豊田厚生病院,,,161001,
161001,平日,2平日_07時37分_系統161001,豊田厚生病院,,,161001,
161001,平日,2平日_08時37分_系統161001,豊田厚生病院,,,161001,
161001,平日,2平日_09時37分_系統161001,豊田厚生病院,,,161001,
161001,平日,2平日_10時37分_系統161001,豊田厚生病院,,,161001,
161001,平日,2平日_11時37分_系統161001,豊田厚生病院,,,161001,
161001,平日,2平日_12時37分_系統161001,豊田厚生病院,,,161001,
161001,平日,2平日_13時37分_系統161001,豊田厚生病院,,,161001,
161001,平日,2平日_14時37分_系統161001,豊田厚生病院,,,161001,
161001,平日,2平日_15時37分_系統161001,豊田厚生病院,,,161001,
161001,平日,2平日_16時37分_系統161001,豊田厚生病院,,,161001,
161001,平日,2平日_17時37分_系統161001,豊田厚生病院,,,161001,
161001,平日,2平日_18時37分_系統161001,豊田厚生病院,,,161001,
161001,平日,2平日_19時37分_系統161001,豊田厚生病院,,,161001,
161001,平日,2平日_20時37分_系統161001,豊田厚生病院,,,161001,
161001,土日祝,3土日祝_06時37分_系統161001,豊田厚生病院,,,161001,
161001,土日祝,3土日祝_07時37分_系統161001,豊田厚生病院,,,161001,
161001,土日祝,3土日祝_08時37分_系統161001,豊田厚生病院,,,161001,
161001,土日祝,3土日祝_09時37分_系統161001,豊田厚生病院,,,161001,
161001,土日祝,3土日祝_10時37分_系統161001,豊田厚生病院,,,161001,
161001,土日祝,3土日祝_11時37分_系統161001,豊田厚生病院,,,161001,
161001,土日祝,3土日祝_12時37分_系統161001,豊田厚生病院,,,161001,
161001,土日祝,3土日祝_13時37分_系統161001,豊田厚生病院,,,161001,
161001,土日祝,3土日祝_14時37分_系統161001,豊田厚生病院,,,161001,
161001,土日祝,3土日祝_15時37分_系統161001,豊田厚生病院,,,161001,
161001,土日祝,3土日祝_16時37分_系統161001,豊田厚生病院,,,161001,
161001,土日祝,3土日祝_17時37分_系統161001,豊田厚生病院,,,161001,
161001,土日祝,3土日祝_18時37分_系統161001,豊田厚生病院,,,161001,
161001,土日祝,3土日祝_19時37分_系統161001,豊田厚生病院,,,161001,
161001,土日祝,3土日祝_20時37分_系統161001,豊田厚生病院,,,161001,
161002,平日,2平日_06時12分_系統161002,浄水駅,,,161002,
161003,平日,2平日_16時37分_系統161003,豊田厚生病院,,,161003,
161003,平日,2平日_17時37分_系統161003,豊田厚生病院,,,161003,
161005,平日,2平日_07時30分_系統161005,豊田厚生病院,,,161005,
161006,平日,2平日_05時54分_系統161006,浄水駅,,,161006,
161008,平日,2平日_06時50分_系統161008,浄水駅,,,161008,
162001,平日,2平日_08時20分_系統162001,百年草,,,162001,
162001,平日,2平日_09時24分_系統162001,百年草,,,162001,
162001,平日,2平日_10時24分_系統162001,百年草,,,162001,
162001,平日,2平日_11時24分_系統162001,百年草,,,162001,
162001,平日,2平日_12時24分_系統162001,百年草,,,162001,
162001,平日,2平日_13時24分_系統162001,百年草,,,162001,
162001,平日,2平日_14時24分_系統162001,百年草,,,162001,
162001,平日,2平日_15時24分_系統162001,百年草,,,162001,
162001,平日,2平日_16時19分_系統162001,百年草,,,162001,
162001,平日,2平日_17時17分_系統162001,百年草,,,162001,
162001,平日,2平日_18時17分_系統162001,百年草,,,162001,
162001,平日,2平日_19時24分_系統162001,百年草,,,162001,
162001,平日,2平日_20時24分_系統162001,百年草,,,162001,
162001,平日,2平日_21時24分_系統162001,百年草,,,162001,
162001,土日祝,3土日祝_08時24分_系統162001,百年草,,,162001,
162001,土日祝,3土日祝_09時24分_系統162001,百年草,,,162001,
162001,土日祝,3土日祝_10時24分_系統162001,百年草,,,162001,
162001,土日祝,3土日祝_11時24分_系統162001,百年草,,,162001,
162001,土日祝,3土日祝_12時24分_系統162001,百年草,,,162001,
162001,土日祝,3土日祝_13時24分_系統162001,百年草,,,162001,
162001,土日祝,3土日祝_14時24分_系統162001,百年草,,,162001,
162001,土日祝,3土日祝_15時24分_系統162001,百年草,,,162001,
162001,土日祝,3土日祝_16時24分_系統162001,百年草,,,162001,
162001,土日祝,3土日祝_17時24分_系統162001,百年草,,,162001,
162001,土日祝,3土日祝_18時24分_系統162001,百年草,,,162001,
162001,土日祝,3土日祝_19時24分_系統162001,百年草,,,162001,
162001,土日祝,3土日祝_20時24分_系統162001,百年草,,,162001,
162001,土日祝,3土日祝_21時24分_系統162001,百年草,,,162001,
162002,平日,2平日_06時17分_系統162002,百年草,,,162002,
162002,平日,2平日_07時17分_系統162002,百年草,,,162002,
162002,平日,2平日_07時27分_系統162002,百年草,,,162002,
162002,土日祝,3土日祝_07時26分_系統162002,百年草,,,162002,
162003,平日,2平日_15時36分_系統162003,足助病院,,,162003,
162003,平日,2平日_16時34分_系統162003,足助病院,,,162003,
162003,平日,2平日_17時47分_系統162003,足助病院,,,162003,
162004,平日,2平日_06時42分_系統162004,足助病院,,,162004,
162005,平日登校日,6平日登校日_08時10分_系統162005,足助病院,,,162005,
162008,平日,2平日_16時54分_系統162008,広瀬,,,162008,
171001,平日,2平日_06時05分_系統171001,豊田市,,,171001,
171001,平日,2平日_06時38分_系統171001,豊田市,,,171001,
171001,平日,2平日_07時00分_系統171001,豊田市,,,171001,
171001,平日,2平日_07時22分_系統171001,豊田市,,,171001,
171001,平日,2平日_08時04分_系統171001,豊田市,,,171001,
171001,平日,2平日_10時01分_系統171001,豊田市,,,171001,
171001,平日,2平日_12時01分_系統171001,豊田市,,,171001,
171001,平日,2平日_14時01分_系統171001,豊田市,,,171001,
171001,平日,2平日_16時01分_系統171001,豊田市,,,171001,
171001,平日,2平日_17時01分_系統171001,豊田市,,,171001,
171001,平日,2平日_18時01分_系統171001,豊田市,,,171001,
171001,平日,2平日_19時01分_系統171001,豊田市,,,171001,
171001,平日,2平日_20時32分_系統171001,豊田市,,,171001,
171001,土日祝,3土日祝_06時36分_系統171001,豊田市,,,171001,
171001,土日祝,3土日祝_07時37分_系統171001,豊田市,,,171001,
171001,土日祝,3土日祝_08時30分_系統171001,豊田市,,,171001,
171001,土日祝,3土日祝_10時01分_系統171001,豊田市,,,171001,
171001,土日祝,3土日祝_12時01分_系統171001,豊田市,,,171001,
171001,土日祝,3土日祝_14時01分_系統171001,豊田市,,,171001,
171001,土日祝,3土日祝_16時01分_系統171001,豊田市,,,171001,
171001,土日祝,3土日祝_17時01分_系統171001,豊田市,,,171001,
171001,土日祝,3土日祝_18時32分_系統171001,豊田市,,,171001,
171001,土日祝,3土日祝_19時32分_系統171001,豊田市,,,171001,
171002,平日,2平日_06時08分_系統171002,豊田市,,,171002,
171002,平日,2平日_06時40分_系統171002,豊田市,,,171002,
171002,平日,2平日_07時30分_系統171002,豊田市,,,171002,
171002,平日,2平日_08時10分_系統171002,豊田市,,,171002,
171002,平日,2平日_09時20分_系統171002,豊田市,,,171002,
171002,平日,2平日_18時00分_系統171002,豊田市,,,171002,
171002,土日祝,3土日祝_08時25分_系統171002,豊田市,,,171002,
171002,土日祝,3土日祝_09時40分_系統171002,豊田市,,,171002,
171002,土日祝,3土日祝_12時55分_系統171002,豊田市,,,171002,
171002,土日祝,3土日祝_17時15分_系統171002,豊田市,,,171002,
172001,平日,2平日_07時03分_系統172001,大沼,,,172001,
172001,平日,2平日_09時03分_系統172001,大沼,,,172001,
172001,平日,2平日_11時03分_系統172001,大沼,,,172001,
172001,平日,2平日_13時03分_系統172001,大沼,,,172001,
172001,平日,2平日_15時03分_系統172001,大沼,,,172001,
172001,平日,2平日_16時03分_系統172001,大沼,,,172001,
172001,平日,2平日_17時03分_系統172001,大沼,,,172001,
172001,平日,2平日_18時03分_系統172001,大沼,,,172001,
172001,平日,2平日_19時03分_系統172001,大沼,,,172001,
172001,平日,2平日_19時34分_系統172001,大沼,,,172001,
172001,平日,2平日_20時34分_系統172001,大沼,,,172001,
172001,平日,2平日_21時34分_系統172001,大沼,,,172001,
172001,土日祝,3土日祝_07時18分_系統172001,大沼,,,172001,
172001,土日祝,3土日祝_08時03分_系統172001,大沼,,,172001,
172001,土日祝,3土日祝_11時03分_系統172001,大沼,,,172001,
172001,土日祝,3土日祝_13時03分_系統172001,大沼,,,172001,
172001,土日祝,3土日祝_15時03分_系統172001,大沼,,,172001,
172001,土日祝,3土日祝_16時03分_系統172001,大沼,,,172001,
172001,土日祝,3土日祝_17時03分_系統172001,大沼,,,172001,
172001,土日祝,3土日祝_18時34分_系統172001,大沼,,,172001,
172001,土日祝,3土日祝_19時34分_系統172001,大沼,,,172001,
172001,土日祝,3土日祝_21時03分_系統172001,大沼,,,172001,
172002,平日,2平日_07時33分_系統172002,中垣内,,,172002,
172002,平日,2平日_08時03分_系統172002,中垣内,,,172002,
172002,平日,2平日_10時03分_系統172002,中垣内,,,172002,
172002,平日,2平日_16時33分_系統172002,中垣内,,,172002,
172002,平日,2平日_18時48分_系統172002,中垣内,,,172002,
172002,土日祝,3土日祝_07時40分_系統172002,中垣内,,,172002,
172002,土日祝,3土日祝_09時03分_系統172002,中垣内,,,172002,
172002,土日祝,3土日祝_12時03分_系統172002,中垣内,,,172002,
172002,土日祝,3土日祝_16時33分_系統172002,中垣内,,,172002,
181001,平日,2平日_06時03分_系統181001,浄水駅,,,181001,
181001,平日,2平日_06時40分_系統181001,浄水駅,,,181001,
181001,平日,2平日_06時55分_系統181001,浄水駅,,,181001,
181001,平日,2平日_07時30分_系統181001,浄水駅,,,181001,
181001,平日,2平日_07時57分_系統181001,浄水駅,,,181001,
181001,平日,2平日_09時42分_系統181001,浄水駅,,,181001,
181001,平日,2平日_11時42分_系統181001,浄水駅,,,181001,
181001,平日,2平日_12時48分_系統181001,浄水駅,,,181001,
181001,平日,2平日_13時48分_系統181001,浄水駅,,,181001,
181001,平日,2平日_14時48分_系統181001,浄水駅,,,181001,
181001,平日,2平日_15時42分_系統181001,浄水駅,,,181001,
181001,平日,2平日_17時40分_系統181001,浄水駅,,,181001,
181001,平日,2平日_18時43分_系統181001,浄水駅,,,181001,
181001,平日,2平日_19時28分_系統181001,浄水駅,,,181001,
181001,平日,2平日_20時16分_系統181001,浄水駅,,,181001,
181001,平日,2平日_21時50分_系統181001,浄水駅,,,181001,
181001,平日,2平日_22時27分_系統181001,浄水駅,,,181001,
181001,土日祝,3土日祝_06時03分_系統181001,浄水駅,,,181001,
181001,土日祝,3土日祝_07時12分_系統181001,浄水駅,,,181001,
181001,土日祝,3土日祝_08時03分_系統181001,浄水駅,,,181001,
181001,土日祝,3土日祝_09時03分_系統181001,浄水駅,,,181001,
181001,土日祝,3土日祝_10時03分_系統181001,浄水駅,,,181001,
181001,土日祝,3土日祝_11時03分_系統181001,浄水駅,,,181001,
181001,土日祝,3土日祝_12時03分_系統181001,浄水駅,,,181001,
181001,土日祝,3土日祝_13時40分_系統181001,浄水駅,,,181001,
181001,土日祝,3土日祝_14時40分_系統181001,浄水駅,,,181001,
181001,土日祝,3土日祝_15時40分_系統181001,浄水駅,,,181001,
181001,土日祝,3土日祝_16時40分_系統181001,浄水駅,,,181001,
181001,土日祝,3土日祝_17時40分_系統181001,浄水駅,,,181001,
181001,土日祝,3土日祝_18時40分_系統181001,浄水駅,,,181001,
